symbol,pre_quarters,liab_ratio,nwc_tied_ratio,fixed_ratio,operating_margin,HighLiab_TopTercile,CashConversionTrap,DoubleExposure_TopTercile,FragileLowMarginFunding,AssetCommitmentMismatch
VID,8,0.40182589941838687,0.32606854107141964,0.07906560058383011,0.03318003783616011,0,0,0,0,0
VIG,8,0.06415759014388442,0.29962704809794616,0.01169575300298507,,0,0,0,0,0
VIP,8,0.10102649358827234,0.09665977509920487,0.5107298682668733,0.12332786467876675,0,0,0,0,0
VIT,8,0.5855919470041978,0.2662744421854211,0.5238377395277586,0.0541374825030001,1,0,0,0,1
VJC,8,0.4028686313628813,0.3428748165285147,0.044904380558548465,0.1119622468673898,0,0,0,0,0
VLA,8,0.024502041655093364,0.19276114452322318,0.0,-0.017459560484191547,0,0,0,0,0
VMC,8,0.7028587893049514,0.44710383397602466,0.12262785396670459,0.04311669419732715,1,1,1,0,0
VMD,8,0.9605649887640062,0.02672320538194306,0.010829426971177784,0.0029964554041480595,1,0,0,1,0
VMS,8,0.20609102770236826,0.1566943852700849,0.14132993252370424,0.027358661008380275,0,0,0,0,0
VNC,8,0.32501074687890846,0.2863298993597122,0.3363419187382349,0.07591266444992004,0,0,0,0,0
VNF,8,0.5330506915825088,0.22292027979776013,0.004761019736034197,0.01627920322765861,1,0,0,1,0
VNG,8,0.2126271027399358,0.20570391850914171,0.5132288669858496,0.07639390894071935,0,0,0,0,0
VNL,8,0.23630556417064047,0.3065027322572671,0.1008930143942734,0.02905482436577745,0,0,0,0,0
VNM,8,0.25704338055914083,0.17316356675799158,0.33375394194024427,0.2296010595065514,0,0,0,0,0
VNR,8,0.5725766040083493,0.027410086079414128,0.0007298711633460097,,1,0,0,0,0
VNS,8,0.18865534829813302,0.03967020240923176,0.8413517887166192,0.02027712606537993,0,0,0,0,0
VNT,8,0.6125925935413203,0.21202423732042516,0.0885476711577623,0.01014456382056668,1,0,0,1,0
VOS,8,0.34091121237989674,0.13878698309924647,0.6751713091987998,-0.10362482940798326,0,0,0,0,0
VPD,8,0.21804028581537516,0.03923109474101316,0.9039658208929038,0.27388971342101176,0,0,0,0,0
VPG,8,0.8098870920877372,0.37406939961953467,0.020259190650051495,0.03392218437954078,1,0,0,0,0
VPH,8,0.43807943216062484,0.7847806800996409,0.009293371573734971,0.1545647210302683,0,1,0,0,0
VPI,8,0.3338925673865737,0.5698983185206306,0.002422248510254052,0.1557251832888418,0,1,0,0,0
VPS,8,0.37499475747718136,0.3950048125421433,0.0919098423342955,0.0405200319318153,0,0,0,0,0
VRC,8,0.20106512828378847,0.6894976584278993,0.0020856374808391745,3.8541415481006727,0,1,0,0,0
VRE,8,0.1477178009262237,-0.008733438413588365,0.007736533730809644,0.3960137063612612,0,0,0,0,0
VSA,8,0.4725987920926108,0.15510381121647535,0.11824600115480086,0.04078376376379913,1,0,0,0,0
VSC,8,0.11695770557929207,0.05174017565320968,0.46821672608237697,0.21424573981077535,0,0,0,0,0
VSH,8,0.06333477044882871,0.036406556293914774,0.07932410127437628,0.4786854356291318,0,0,0,0,0
VSI,8,0.38657352090147057,0.18638521169432154,0.2852024250615566,0.055749483386600795,0,0,0,0,0
VSM,8,0.32481115056854315,0.13412579885182196,0.44440887318674244,0.050627261177889835,0,0,0,0,0
VTB,8,0.5092403301227997,0.34797426136140586,0.09282856635956502,0.050385483273363466,1,0,0,0,0
VTC,8,0.8055054477482226,0.42450356501044473,0.04993408758535023,0.019854564027642442,1,0,0,1,0
VTH,8,0.29861484932847177,0.5683574161623796,0.23340525231663428,-0.026922347254914224,0,1,0,0,0
VTJ,8,0.04146341162802694,0.1102901566324146,0.013931185027869455,0.21097698329985803,0,0,0,0,0
VTO,8,0.17893826482395145,0.057227935043785275,0.7656547258288797,0.07897181872767796,0,0,0,0,0
VTV,8,0.6649619527792119,0.6554795108526396,0.020963092517120873,0.013862395096836806,1,1,1,1,0
WCS,8,0.09691683671309226,0.10145712802305074,0.06089119441351713,0.609876430613967,0,0,0,0,0
WSS,8,0.09472108758912243,0.0784694097524995,0.0008296581796226464,,0,0,0,0,0
X20,8,0.6347599425235039,0.3483935516180917,0.32475992631025263,0.01954936490683642,1,0,0,1,1
YBM,8,0.5063244810816058,0.32405128359847446,0.3970087836113326,0.04817863235013699,1,0,0,0,1
YEG,8,0.29865388584692604,0.3387400933768072,0.020862737790247075,0.06704013686566739,0,0,0,0,0
